ATLANTA S-Entity
The 0
sessions 0
were 0
coordinated 0
jointly 0
by 0
the 0
Fisheries 0
Department 0
and 0
the 0
Saint 0
Lucia 0
National 0
Trust 0
( 0
SLNT 0
) 0
using 0
age 0
- 0
relevant 0
and 0
modern 0
teaching 0
materials 0
that 0
helped 0
to 0
capture 0
the 0
students’ 0
interest 0
. 0

In 0
some 0
cases 0
, 0
the 0
students 0
came 0
well 0
- 0
prepared 0
with 0
background 0
information 0
about 0
marine 0
turtles 0
. 0

Ms. 0
Yvonne 0
Edwin 0
, 0
Fisheries 0
Assistant 0
- 0
Communications 0
Officer 0
commented 0
: 0

“ 0
We 0
showed 0
some 0
excellent 0
videos 0
which 0
brought 0
the 0
topic 0
alive 0
and 0
sparked 0
the 0
students’ 0
curiosity 0
. 0

Questions 0
abounded 0
and 0
by 0
the 0
time 0
we 0
completed 0
the 0
session 0
, 0
the 0
level 0
of 0
interest 0
from 0
both 0
teachers 0
and 0
students 0
was 0
such 0
that 0
they 0
now 0
aim 0
to 0
start 0
an 0
Environmental 0
Club 0
at 0
the 0
school 0
. 0
” 0

Mr. 0
Craig 0
Henry 0
of 0
the 0
Saint 0
Lucia 0
National 0
Trust 0
added 0
: 0
“ 0

The 0
young 0
folks 0
that 0
I 0
worked 0
with 0
were 0
quite 0
into 0
the 0
sessions 0
from 0
the 0
start 0
. 0

Most 0
of 0
them 0
had 0
seen 0
a 0
marine 0
turtle 0
before 0
but 0
could 0
not 0
identify 0
the 0
species 0
. 0

They 0
seemed 0
quite 0
fascinated 0
as 0
they 0
learned 0
more 0
and 0
they 0
have 0
the 0
potential 0
to 0
become 0
active 0
marine 0
turtle 0
conservationists 0
. 0

” 0

He 0
added 0
: 0
“ 0
We 0
are 0
thankful 0
to 0
our 0
partners 0
– 0
the 0
OAS 0
, 0
WIDECAST 0
, 0
schools 0
and 0
teachers 0
for 0
making 0
this 0
initiative 0
possible 0
. 0

Several 0
additional 0
schools 0
are 0
requesting 0
this 0
type 0
of 0
Ministry 0
of 0
Education 0
approved 0
training 0
in 0
order 0
to 0
diversify 0
their 0
students’ 0
learning 0
experience 0
. 0
” 0

CAMP 0
MURRAY S-Entity
, 0
Wash. B-Entity

- 0
Lt 0
. 0
Col 0
. 0
Ricky 0
Thomas 0
jokes 0
that 0
since 0
taking 0
command 0
of 0
the 0
00th 0
Civil 0
Support 0
Team 0
( 0
CST 0
) 0
00 0
months 0
ago 0
, 0
he 0
has 0
yet 0
to 0
unpack 0
his 0
suitcase 0
. 0

Looking 0
at 0
his 0
calendar 0
, 0
his 0
bags 0
will 0
remain 0
packed 0
for 0
a 0
while 0
. 0
' 0

When 0
I 0
first 0
came 0
to 0
the 0
CST 0
, 0
we 0
did 0
n't 0
have 0
as 0
much 0
going 0
on 0
, 0
' 0
he 0
says.'But 0
we 0
made 0
it 0
a 0
point 0
to 0
start 0
doing 0
outreach 0
in 0
the 0
community 0
, 0
and 0
not 0
just 0
Washington S-Entity
communities 0
but 0
across 0
the 0
first 0
responders 0
everywhere 0
. 0
' 0

In 0
his 0
time 0
with 0
the 0
00-person 0
team 0
, 0
Thomas 0
has 0
been 0
all 0
over 0
the 0
world 0
. 0

His 0
team 0
's 0
primary 0
focus 0
has 0
been 0
at 0
home 0
in 0
Washington S-Entity
. 0

Trips 0
to 0
Saipan S-Entity
, 0
Guam S-Entity
, 0
Alaska S-Entity
, 0
Hawaii S-Entity
, 0
Florida S-Entity
and 0
Washington B-Entity
, M-Entity
D.C. E-Entity
, 0
among 0
many 0
others 0
, 0
have 0
put 0
an 0
emphasis 0
on 0
the 0
importance 0
of 0
the 0
CST 0
. 0

The 0
team 0
specializes 0
in 0
identifying 0
and 0
assessing 0
suspected 0
Weapons 0
of 0
Mass 0
Destruction 0
hazards 0
, 0
advises 0
civilian 0
responders 0
on 0
appropriate 0
actions 0
through 0
on 0
- 0
site 0
consultation 0
, 0
and 0
facilitates 0
the 0
arrival 0
of 0
additional 0
state 0
and 0
federal 0
military 0
forces 0
. 0
' 0

When 0
we 0
are 0
n't 0
on 0
site 0
for 0
an 0
incident 0
, 0
we 0
are 0
training 0
and 0
teaching 0
, 0
' 0
said 0
Thomas.'We 0
are 0
always 0
training 0
. 0
' 0

The 0
requirements 0
to 0
be 0
on 0
the 0
CST 0
are 0
just 0
like 0
many 0
other 0
jobs 0
in 0
the 0
military 0
. 0

You 0
have 0
to 0
obtain 0
the 0
proper 0
military 0
occupation 0
specialty 0
. 0

However 0
that 0
's 0
not 0
where 0
the 0
training 0
stops 0
. 0

In 0
just 0
two 0
years 0
the 0
CST 0
has 0
invested 0
more 0
than 0
$ 0
0 0
million 0
into 0
training 0
its 0
members 0
. 0
' 0

It 0
can 0
take 0
a 0
minimum 0
of 0
three 0
years 0
to 0
get 0
qualified 0
for 0
our 0
positions 0
and 0
trained 0
up 0
to 0
do 0
the 0
job 0
in 0
the 0
field 0
, 0
' 0
said 0
Thomas.'We 0
have 0
had 0
a 0
lot 0
of 0
turnover 0
the 0
last 0
few 0
years 0
. 0

Part 0
of 0
that 0
is 0
people 0
being 0
promoted 0
, 0
people 0
taking 0
different 0
jobs 0
in 0
the 0
Guard 0
or 0
moving 0
on 0
to 0
the 0
civilian 0
sector 0
, 0
but 0
we 0
find 0
a 0
way 0
to 0
still 0
accomplish 0
the 0
mission 0
with 0
less 0
. 0
' 0

In 0
0000 0
the 0
CST 0
supported 0
the 0
Presidential 0
Inauguration 0
, 0
the 0
Governor 0
's 0
Inaugural 0
Ball 0
, 0
worked 0
with 0
Seattle S-Entity
Fire 0
and 0
Police 0
at 0
every 0
Seattle S-Entity
Seahawks 0
home 0
game 0
, 0
responded 0
to 0
numerous 0
suspicious 0
packages 0
and 0
assisted 0
with 0
illicit 0
drug 0
investigations 0
; 0
0000 0
has 0
already 0
pulled 0
the 0
unit 0
in 0
numerous 0
directions 0
. 0
' 0

In 0
January 0
and 0
February 0
we 0
had 0
the 0
honor 0
of 0
working 0
at 0
Super B-Entity
Bowl E-Entity
00 0
in 0
Minneapolis S-Entity
alongside 0
other 0
CSTs 0
, 0
and 0
we 0
have 0
members 0
heading 0
to 0
Hawaii S-Entity
and 0
Guam S-Entity
, 0
Louisiana S-Entity
, 0
Nevada S-Entity
and 0
conducting 0
training 0
here 0
at 0
home 0
, 0
all 0
before 0
the 0
end 0
of 0
March 0
, 0
' 0
said 0
Thomas.'Our 0
schedule 0
has 0
a 0
return 0
trip 0
to 0
Saipan S-Entity
and 0
a 0
trip 0
to 0
Thailand S-Entity
before 0
the 0
end 0
of 0
the 0
year 0
as 0
well 0
. 0
' 0

Super 0
Bowl 0
00 0
marked 0
the 0
second 0
time 0
in 0
three 0
years 0
the 0
CST 0
has 0
supported 0
one 0
of 0
the 0
biggest 0
sporting 0
events 0
in 0
the 0
world 0
. 0

The 0
team 0
has 0
been 0
invited 0
to 0
join 0
the 0
Georgia S-Entity
National 0
Guard 0
's 0
0th 0
Civil 0
Support 0
Team 0
for 0
Super 0
Bowl 0
00 0
in 0
0000 0
. 0
' 0

It 0
's 0
an 0
honor 0
to 0
be 0
considered 0
one 0
of 0
the 0
premier 0
civil 0
support 0
teams 0
in 0
the 0
country 0
, 0
' 0
Thomas 0
says.'We 0
work 0
hard 0
to 0
build 0
and 0
maintain 0
our 0
relationships 0
. 0
' 0

All 0
the 0
travel 0
does 0
n't 0
mean 0
the 0
CST 0
has 0
lost 0
focus 0
of 0
the 0
mission 0
at 0
home 0
. 0

In 0
the 0
last 0
six 0
months 0
they 0
have 0
been 0
assisting 0
in 0
the 0
battle 0
against 0
the 0
latest 0
drug 0
craze 0
-- 0
fentanyl 0
. 0

Fentanyl 0
is 0
an 0
opioid 0
used 0
as 0
a 0
pain 0
medication 0
and 0
together 0
with 0
other 0
medications 0
for 0
anesthesia 0
. 0

However 0
, 0
the 0
synthetic 0
drug 0
is 0
deadly 0
because 0
it 0
's 0
so 0
much 0
stronger 0
than 0
heroin 0
. 0

According 0
to 0
the 0
Centers 0
for 0
Disease 0
Control 0
and 0
Prevention 0
, 0
it 0
's 0
up 0
to 0
000 0
times 0
more 0
potent 0
than 0
morphine 0
and 0
many 0
times 0
that 0
of 0
heroin 0
. 0

One 0
fentanyl 0
call 0
in 0
the 0
middle 0
of 0
the 0
evening 0
required 0
the 0
CST 0
to 0
travel 0
to 0
central 0
Washington S-Entity
and 0
set 0
up 0
shop 0
before 0
police 0
could 0
go 0
in 0
to 0
investigate 0
and 0
do 0
their 0
jobs 0
. 0
' 0

We 0
have 0
the 0
only 0
mobile 0
lab 0
in 0
the 0
state 0
that 0
can 0
even 0
detect 0
fentanyl 0
, 0
' 0
said 0
Thomas.'It 0
is 0
so 0
new 0
to 0
many 0
first 0
responders 0
in 0
the 0
field 0
and 0
is 0
popping 0
up 0
everywhere 0
that 0
we 0
need 0
to 0
come 0
in 0
and 0
test 0
the 0
area 0
before 0
they 0
can 0
do 0
their 0
jobs 0
. 0
' 0

Whether 0
it 0
's 0
supporting 0
local 0
authorities 0
with 0
illicit 0
drug 0
busts 0
, 0
monitoring 0
the 0
air 0
quality 0
at 0
sporting 0
events 0
or 0
teaching 0
other 0
Chemical 0
, 0
Biological 0
, 0
Radiological 0
, 0
Nuclear S-Entity
professionals 0
, 0
the 0
00th 0
CST 0
has 0
proven 0
one 0
thing 0
-- 0
they 0
show 0
no 0
signs 0
of 0
slowing 0
down 0
. 0
' 0

We 0
are 0
ready 0
to 0
take 0
on 0
missions 0
and 0
continue 0
to 0
build 0
relationships 0
, 0
' 0
said 0
Thomas.'I 0
think 0
everyone 0
here 0
likes 0
being 0
busy 0
and 0
having 0
a 0
full 0
schedule 0
. 0

It 0
shows 0
how 0
important 0
this 0
job 0
truly 0
is 0
. 0
' 0

A 0
US S-Entity
state 0
has 0
permanently 0
revoked 0
the 0
medical 0
licence 0
of 0
disgraced 0
former 0
sports 0
doctor 0
Larry 0
Nassar 0
. 0

The 0
decision 0
in 0
Michigan S-Entity
would 0
keep 0
the 0
doctor 0
from 0
practising 0
if 0
he 0
ever 0
got 0
out 0
of 0
prison 0
. 0

Nassar 0
is 0
serving 0
long 0
prison 0
sentences 0
for 0
molesting 0
dozens 0
of 0
gymnasts 0
and 0
other 0
girls 0
and 0
pleading 0
guilty 0
to 0
having 0
child 0
pornography 0
. 0

In 0
addition 0
to 0
permanently 0
revoking 0
his 0
licence 0
, 0
the 0
state 0
Board 0
of 0
Osteopathic 0
Medicine 0
and 0
Surgery 0
also 0
fined 0
Nassar 0
one 0
million 0
US S-Entity
dollars 0
, 0
though 0
it 0
is 0
doubtful 0
he 0
will 0
be 0
able 0
to 0
pay 0
it 0
. 0

Attorney 0
General 0
spokeswoman 0
Andrea 0
Bitely 0
said 0
in 0
a 0
statement 0
that 0
it 0
was 0
unlikely 0
Nassar 0
will 0
pay 0
the 0
fine 0
, 0
but 0
the 0
board 0
sought 0
to 0
send 0
a 0
message 0
. 0

Her 0
office 0
sought 0
the 0
permanent 0
revocation 0
of 0
Nassar 0
’s 0
licence 0
after 0
his 0
licence 0
was 0
temporarily 0
revoked 0
last 0
year 0
. 0

The 0
Deputy 0
National 0
Publicity 0
Secretary 0
of 0
the 0
ruling 0
All 0
Progressives 0
Congress 0
( 0
APC 0
) 0
, 0
Comrade 0
Timi 0
Frank 0
, 0
has 0
advised 0
the 0
party 0
’s 0
National 0
Chairman 0
, 0
Chief 0
John 0
Odigie 0
- 0
Oyegun 0
to 0
resign 0
the 0
current 0
his 0
position 0
to 0
embrace 0
farming 0
in 0
his 0
home 0
town 0
instead 0
of 0
politics 0
. 0

Frank 0
, 0
who 0
was 0
reacting 0
in 0
a 0
statement 0
he 0
signed 0
yesterday 0
in 0
Abuja S-Entity
, 0
to 0
President 0
Muhammadu 0
Buhari 0
's 0
rejection 0
of 0
tenure 0
elongation 0
for 0
the 0
current 0
National 0
Working 0
Committee 0
( 0
NWC 0
) 0
and 0
other 0
executives 0
at 0
all 0
levels 0
, 0
faulted 0
the 0
view 0
expressed 0
by 0
the 0
party 0
spokesman 0
that 0
the 0
previous 0
decision 0
taken 0
by 0
NEC 0
on 0
tenure 0
elongation 0
still 0
stands 0
despite 0
president 0
’s 0
declaration 0
. 0

While 0
challenging 0
the 0
NWC 0
to 0
tell 0
the 0
world 0
if 0
President 0
Buhari 0
was 0
no 0
longer 0
the 0
leader 0
of 0
the 0
APC 0
, 0
he 0
advised 0
the 0
party 0
leaders 0
to 0
learn 0
how 0
to 0
run 0
party 0
administration 0
from 0
the 0
main 0
opposition 0
Peoples 0
Democratic 0
Party 0
( 0
PDP 0
) 0
. 0

He 0
said 0
, 0
“ 0
I 0
'm 0
telling 0
Chief 0
Oyegun 0
to 0
retire 0
now 0
before 0
he 0
disgraces 0
President 0
Buhari 0
. 0

It 0
is 0
shameful 0
and 0
disgraceful 0
for 0
NWC 0
to 0
say 0
Buhari 0
is 0
not 0
the 0
leader 0
of 0
the 0
APC 0
. 0

This 0
is 0
a 0
way 0
of 0
disgracing 0
him 0
before 0
Nigerians S-Entity
and 0
entire 0
world 0
that 0
President 0
has 0
no 0
say 0
in 0
his 0
own 0
party 0
. 0

“ 0

I 0
remember 0
several 0
times 0
the 0
party 0
under 0
Chief 0
Oyegun 0
could 0
not 0
hold 0
meeting 0
, 0
not 0
to 0
talk 0
of 0
taking 0
any 0
decision 0
because 0
the 0
President 0
, 0
who 0
they 0
claimed 0
to 0
be 0
leader 0
of 0
the 0
party 0
then 0
was 0
not 0
available 0
. 0

So 0
, 0
we 0
want 0
to 0
know 0
what 0
has 0
changed 0
now 0
? 0

When 0
it 0
is 0
time 0
to 0
take 0
decision 0
in 0
their 0
favour 0
, 0
Buhari 0
is 0
the 0
leader 0
of 0
APC 0
. 0

But 0
when 0
the 0
president 0
took 0
certain 0
decision 0
against 0
Oyegun 0
and 0
his 0
NWC 0
, 0
Buhari 0
is 0
no 0
longer 0
the 0
leader 0
. 0

This 0
is 0
an 0
embarrassment 0
to 0
the 0
president 0
. 0

” 0

He 0
hailed 0
President 0
Buhari 0
for 0
his 0
opposition 0
to 0
what 0
he 0
described 0
as 0
illegality 0
. 0

Frank 0
, 0
however 0
, 0
said 0
that 0
he 0
would 0
resign 0
his 0
position 0
as 0
the 0
Deputy 0
National 0
Publicity 0
Secretary 0
of 0
APC 0
at 0
the 0
expiration 0
of 0
his 0
tenure 0
to 0
pave 0
way 0
for 0
new 0
leaders 0
, 0
saying 0
" 0
I 0
will 0
not 0
be 0
part 0
of 0
illegal 0
tenure 0
extension 0
. 0
" 0

He 0
said 0
had 0
it 0
been 0
the 0
presidency 0
and 0
other 0
national 0
leaders 0
of 0
APC 0
listened 0
to 0
him 0
when 0
he 0
was 0
speaking 0
against 0
impunity 0
and 0
selfishness 0
of 0
Oyegun 0
led 0
- 0
national 0
excos 0
, 0
the 0
crisis 0
APC 0
is 0
going 0
through 0
would 0
have 0
been 0
minimised 0
. 0

A 0
00-year 0
old 0
man 0
was 0
remanded 0
in 0
custody 0
today 0
( 0
Thursday 0
) 0
after 0
appearing 0
in 0
court 0
on 0
00 0
offences 0
, 0
including 0
multiple 0
burglaries 0
. 0

Colin 0
Rockett 0
— 0
who 0
stood 0
in 0
the 0
dock 0
of 0
Belfast S-Entity
Magistrate 0
’s 0
Court 0
with 0
a 0
bruised 0
and 0
swollen 0
left 0
eye 0
— 0
was 0
arrested 0
in 0
the 0
north 0
of 0
the 0
city 0
following 0
reports 0
of 0
a 0
number 0
of 0
burglaries 0
in 0
the 0
Shankill S-Entity
area 0
on 0
Tuesday 0
. 0

From 0
Ainsworth B-Entity
Parade E-Entity
, 0
the 0
unemployed 0
man 0
has 0
been 0
charged 0
with 0
a 0
range 0
of 0
offences 0
, 0
including 0
five 0
burglaries 0
, 0
one 0
attempted 0
burglary 0
and 0
several 0
thefts 0
. 0

He 0
also 0
faces 0
a 0
number 0
of 0
motoring 0
offences 0
including 0
driving 0
whilst 0
disqualified 0
, 0
as 0
well 0
as 0
possession 0
of 0
an 0
offensive 0
weapon 0
, 0
namely 0
a 0
telescopic 0
baton 0
, 0
at 0
McCandless B-Entity
Street E-Entity
. 0

A 0
police 0
officer 0
from 0
the 0
PSNI 0
told 0
the 0
court 0
she 0
believed 0
she 0
could 0
connect 0
Rockett 0
to 0
all 0
the 0
charges 0
. 0

No 0
application 0
was 0
made 0
for 0
bail 0
, 0
and 0
Rockett 0
was 0
remanded 0
back 0
into 0
custody 0
by 0
District 0
Judge 0
Liam 0
McStay 0
. 0

He 0
will 0
appear 0
at 0
the 0
same 0
court 0
, 0
via 0
video 0
link 0
, 0
on 0
May 0
0rd 0
. 0

News 0
Russia S-Entity
announces 0
tit 0
- 0
for 0
- 0
tat 0
expulsions 0
of 0
Western S-Entity
diplomats 0
. 0

Russia S-Entity
will 0
close 0
the 0
US S-Entity
consulate 0
in 0
St. B-Entity
Petersburg E-Entity
and 0
expel 0
foreign 0
diplomats 0
on 0
the 0
same 0
scale 0
as 0
the 0
number 0
of 0
Russian S-Entity
envoys 0
who 0
were 0
expelled 0
from 0
other 0
countries 0
, 0
Russian S-Entity
Foreign 0
Minister 0
Sergey 0
Lavrov 0
has 0
said 0
. 0

Russian S-Entity
Foreign 0
Minister 0
Sergey 0
Lavrov 0
said 0
on 0
Thursday 0
that 0
Russia S-Entity
would 0
retaliate 0
in 0
kind 0
to 0
countries 0
that 0
expelled 0
Russian S-Entity
diplomats 0
over 0
the 0
poisoning 0
of 0
former 0
Russian S-Entity
double 0
agent 0
Sergei 0
Skripal 0
and 0
his 0
daughter 0
in 0
the 0
UK S-Entity
. 0

The 0
decision 0
is 0
the 0
latest 0
move 0
in 0
the 0
diplomatic 0
fallout 0
that 0
began 0
after 0
Britain S-Entity
accused 0
Russia S-Entity
of 0
responsibility 0
for 0
the 0
nerve 0
agent 0
attack 0
in 0
early 0
March 0
. 0

Read 0
more 0
: 0
What 0
Lavrov 0
said 0
: 0

Germany S-Entity
, 0
other 0
countries 0
expel 0
Russian S-Entity
diplomats 0
over 0
Skripal 0
poisoning 0
The 0
Foreign 0
Ministry 0
told 0
US S-Entity
Ambassador 0
Jon 0
Huntsman 0
that 0
Russia S-Entity
would 0
expel 0
00 0
US S-Entity
diplomats 0
and 0
close 0
the 0
US S-Entity
consulate 0
in 0
St. B-Entity
Petersburg E-Entity
. 0

The 0
consulate 0
would 0
have 0
to 0
suspend 0
work 0
by 0
March 0
00 0
, 0
while 0
the 0
diplomats 0
would 0
have 0
to 0
leave 0
Russia S-Entity
by 0
April 0
0 0
. 0

The 0
decision 0
was 0
in 0
response 0
to 0
the 0
US S-Entity
decision 0
to 0
expel 0
the 0
same 0
number 0
of 0
Russian S-Entity
diplomats 0
and 0
close 0
the 0
Russian S-Entity
consulate 0
in 0
Seattle S-Entity
. 0

Russia S-Entity
would 0
also 0
retaliate 0
equivalently 0
to 0
two 0
dozen 0
other 0
countries 0
, 0
including 0
Germany S-Entity
, 0
that 0
expelled 0
Russian S-Entity
diplomats 0
. 0

US S-Entity
Ambassador 0
Jon 0
Huntsman 0
was 0
informed 0
about 0
the 0
decision 0
at 0
the 0
Russian S-Entity
Foreign 0
Ministry 0
. 0

More 0
to 0
come 0
at 0
dw.com 0
. 0

amp 0
/ 0
sms 0
( 0
Reuters 0
, 0
AFP 0
, 0
dpa 0
, 0
AP 0
) 0

" 0
One 0
kidney 0
( 0
from 0
each 0
deceased 0
donor 0
) 0
is 0
allocated 0
to 0
patients 0
in 0
the 0
transplant 0
program 0
within 0
the 0
donor 0
's 0
region 0
first 0
and 0
, 0
if 0
no 0
match 0
is 0
found 0
, 0
the 0
kidney 0
is 0
then 0
allocated 0
to 0
a 0
patient 0
listed 0
at 0
another 0
provincial 0
transplant 0
program 0
, 0
" 0
Jensen 0
explained 0
. 0

" 0
The 0
other 0
kidney 0
is 0
shared 0
nationally 0
for 0
specific 0
patients 0
first 0
and 0
, 0
if 0
no 0
match 0
is 0
found 0
, 0
the 0
kidney 0
is 0
allocated 0
to 0
a 0
patient 0
at 0
a 0
provincial 0
transplant 0
program 0
. 0
" 0

Advocates 0
say 0
the 0
greatest 0
challenge 0
facing 0
Canadians S-Entity
in 0
need 0
of 0
a 0
kidney 0
transplant 0
is 0
an 0
overwhelming 0
lack 0
of 0
available 0
donors 0
. 0

" 0
The 0
need 0
for 0
organs 0
, 0
in 0
particular 0
kidneys 0
, 0
outpaces 0
the 0
supply 0
, 0
" 0
said 0
Elizabeth 0
Myles 0
, 0
national 0
executive 0
director 0
of 0
the 0
Kidney 0
Foundation 0
of 0
Canada S-Entity
. 0

There 0
were 0
over 0
0,000 0
Canadians S-Entity
on 0
the 0
kidney 0
waiting 0
list 0
in 0
0000 0
, 0
but 0
only 0
about 0
0,000 0
transplants 0
performed 0
that 0
year 0
, 0
she 0
said 0
. 0

" 0
Our 0
pool 0
for 0
available 0
kidneys 0
is 0
through 0
a 0
deceased 0
donor 0
, 0
somebody 0
who 0
has 0
registered 0
to 0
donate 0
their 0
organs 0
after 0
they 0
have 0
passed 0
away 0
, 0
( 0
but 0
) 0
only 0
about 0
three 0
per 0
cent 0
of 0
deaths 0
qualify 0
for 0
organ 0
transplant 0
, 0
" 0
Myles 0
said 0
. 0

" 0
And 0
then 0
there 0
's 0
the 0
living 0
donors 0
… 0

but 0
that 0
is 0
certainly 0
not 0
a 0
decision 0
that 0
somebody 0
would 0
make 0
lightly 0
. 0

The 0
kidney 0
is 0
a 0
complicated 0
part 0
of 0
your 0
larger 0
body 0
so 0
there 0
is 0
a 0
lot 0
of 0
challenges 0
or 0
steps 0
one 0
needs 0
to 0
go 0
to 0
. 0
" 0

Patients 0
often 0
have 0
a 0
loved 0
one 0
willing 0
to 0
donate 0
a 0
kidney 0
, 0
but 0
they 0
may 0
not 0
be 0
a 0
match 0
, 0
said 0
Myles 0
. 0

Canadian S-Entity
Blood 0
Services 0
runs 0
a 0
kidney 0
" 0
exchange 0
" 0
program 0
, 0
however 0
, 0
that 0
connects 0
mismatched 0
pairs 0
of 0
donors 0
and 0
recipients 0
with 0
people 0
they 0
do 0
match 0
with 0
. 0

For 0
instance 0
, 0
if 0
someone 0
wants 0
to 0
donate 0
a 0
kidney 0
to 0
their 0
partner 0
but 0
they 0
are 0
not 0
a 0
match 0
, 0
Blood 0
Services 0
will 0
connect 0
the 0
couple 0
with 0
another 0
set 0
of 0
donor 0
- 0
recipient 0
candidates 0
who 0
do 0
n't 0
match 0
each 0
other 0
but 0
could 0
benefit 0
from 0
the 0
partner 0
's 0
kidney 0
. 0

This 0
donation 0
chain 0
can 0
include 0
several 0
pairs 0
of 0
people 0
exchanging 0
kidneys 0
, 0
Myles 0
said 0
. 0

In 0
Rozen 0
's 0
case 0
, 0
doctors 0
have 0
ruled 0
out 0
his 0
wife 0
and 0
his 0
brother 0
- 0
in 0
- 0
law 0
as 0
potential 0
donors 0
because 0
they 0
are 0
not 0
healthy 0
enough 0
to 0
survive 0
with 0
only 0
one 0
kidney 0
, 0
Rozen 0
said 0
. 0

" 0
Everybody 0
else 0
in 0
my 0
family 0
, 0
most 0
of 0
them 0
are 0
dead 0
so 0
I 0
just 0
do 0
n't 0
have 0
anybody 0
else 0
, 0
" 0
he 0
said 0
. 0

Rozen 0
's 0
wife 0
, 0
Julia 0
, 0
has 0
consequently 0
taken 0
on 0
the 0
search 0
for 0
a 0
donor 0
, 0
posting 0
flyers 0
around 0
Toronto S-Entity
asking 0
for 0
help 0
. 0

She 0
was 0
inspired 0
by 0
a 0
recent 0
story 0
about 0
a 0
New B-Entity
Jersey E-Entity
man 0
who 0
went 0
to 0
Disneyworld 0
wearing 0
a 0
T 0
- 0
shirt 0
emblazoned 0
with 0
his 0
phone 0
number 0
and 0
the 0
words 0
, 0
" 0
In 0
need 0
of 0
kidney 0
O 0
Positive 0
. 0
" 0

Photos 0
of 0
the 0
man 0
were 0
shared 0
on 0
social 0
media 0
and 0
, 0
ultimately 0
, 0
led 0
to 0
him 0
finding 0
a 0
donor 0
, 0
the 0
Washington S-Entity
Post 0
reported 0
. 0

" 0
She 0
said 0
, 0
' 0
well 0
if 0
he 0
can 0
do 0
it 0
, 0
I 0
can 0
do 0
something 0
similar 0
, 0
' 0
" 0
Rozen 0
said 0
, 0
noting 0
that 0
his 0
family 0
has 0
since 0
received 0
six 0
or 0
seven 0
calls 0
from 0
people 0
who 0
want 0
to 0
help 0
but 0
have 0
yet 0
to 0
be 0
approved 0
for 0
donation 0
by 0
a 0
doctor 0
. 0

" 0
What 0
is 0
going 0
to 0
happen 0
to 0
me 0
tomorrow 0
or 0
the 0
next 0
day 0
? 0

I 0
do 0
n't 0
know 0
, 0
" 0
he 0
said 0
. 0

" 0
You 0
just 0
hope 0
for 0
the 0
best 0
. 0
" 0

— 0
With 0
files 0
from 0
Nicole 0
Thompson 0
. 0

By 0
Peter 0
Goffin 0
, 0
The 0
Canadian S-Entity
Press 0
. 0

TORONTO B-Entity

— 0

The 0
family 0
of 0
an 0
00-year 0
- 0
old 0
Toronto S-Entity
man 0
in 0
need 0
of 0
a 0
kidney 0
transplant 0
has 0
taken 0
to 0
putting 0
up 0
flyers 0
pleading 0
for 0
a 0
donor 0
with 0
the 0
hope 0
someone 0
will 0
step 0
forward 0
. 0

The 0
efforts 0
of 0
Marcel 0
Rozen 0
's 0
wife 0
, 0
who 0
posted 0
the 0
notices 0
on 0
message 0
boards 0
around 0
the 0
city 0
, 0
have 0
highlighted 0
the 0
difficulties 0
faced 0
by 0
thousands 0
of 0
Canadians S-Entity
waiting 0
for 0
a 0
kidney 0
transplant 0
. 0

" 0
I 0
'm 0
on 0
a 0
waiting 0
list 0
, 0
but 0
how 0
long 0
do 0
you 0
wait 0
? 0

That 0
's 0
the 0
question 0
, 0
" 0
Rozen 0
said 0
in 0
an 0
interview 0
. 0

" 0
It 0
's 0
very 0
hard 0
. 0

And 0
I 0
'm 0
not 0
a 0
young 0
kid 0
either 0
, 0
so 0
that 0
does 0
n't 0
help 0
" 0
Rozen 0
's 0
kidneys 0
function 0
at 0
0 0
per 0
cent 0
or 0
less 0
of 0
their 0
normal 0
capacity 0
. 0

Every 0
night 0
for 0
nearly 0
three 0
years 0
, 0
he 0
has 0
hooked 0
himself 0
up 0
to 0
a 0
dialysis 0
machine 0
that 0
, 0
over 0
the 0
course 0
of 0
nine 0
hours 0
, 0
cycles 0
eight 0
litres 0
of 0
medical 0
fluid 0
through 0
his 0
body 0
. 0

" 0
You 0
do 0
n't 0
sleep 0
that 0
well 0
, 0
" 0
he 0
said 0
. 0

" 0
Sometimes 0
when 0
it 0
drains 0
the 0
liquid 0
from 0
your 0
body 0
it 0
starts 0
to 0
hurt 0
, 0
so 0
even 0
when 0
you 0
sleep 0
you 0
wake 0
up 0
. 0
" 0

Rozen 0
will 0
remain 0
on 0
dialysis 0
until 0
he 0
can 0
get 0
a 0
transplant 0
, 0
he 0
said 0
, 0
but 0
doctors 0
told 0
him 0
when 0
he 0
began 0
his 0
nightly 0
treatments 0
that 0
it 0
could 0
take 0
up 0
to 0
eight 0
years 0
to 0
get 0
a 0
new 0
kidney 0
. 0

There 0
are 0
currently 0
over 0
0,000 0
people 0
in 0
Ontario S-Entity
waiting 0
for 0
a 0
kidney 0
, 0
the 0
Ministry 0
of 0
Health 0
said 0
. 0

Each 0
of 0
them 0
will 0
spend 0
, 0
on 0
average 0
, 0
four 0
years 0
waiting 0
for 0
a 0
transplant 0
. 0

In 0
0000 0
alone 0
, 0
00 0
Ontarians 0
died 0
while 0
